date_id,date,day,month,year,quarter,weekday
553,2023-07-07,7,7,2023,3,5
554,2023-07-08,8,7,2023,3,6
555,2023-07-09,9,7,2023,3,7
556,2023-07-10,10,7,2023,3,1
557,2023-07-11,11,7,2023,3,2
558,2023-07-12,12,7,2023,3,3
559,2023-07-13,13,7,2023,3,4
560,2023-07-14,14,7,2023,3,5
561,2023-07-15,15,7,2023,3,6
562,2023-07-16,16,7,2023,3,7
563,2023-07-17,17,7,2023,3,1
564,2023-07-18,18,7,2023,3,2
565,2023-07-19,19,7,2023,3,3
566,2023-07-20,20,7,2023,3,4
567,2023-07-21,21,7,2023,3,5
568,2023-07-22,22,7,2023,3,6
569,2023-07-23,23,7,2023,3,7
570,2023-07-24,24,7,2023,3,1
571,2023-07-25,25,7,2023,3,2
572,2023-07-26,26,7,2023,3,3
573,2023-07-27,27,7,2023,3,4
574,2023-07-28,28,7,2023,3,5
575,2023-07-29,29,7,2023,3,6
576,2023-07-30,30,7,2023,3,7
577,2023-07-31,31,7,2023,3,1
578,2023-08-01,1,8,2023,3,2
579,2023-08-02,2,8,2023,3,3
580,2023-08-03,3,8,2023,3,4
581,2023-08-04,4,8,2023,3,5
582,2023-08-05,5,8,2023,3,6
583,2023-08-06,6,8,2023,3,7
584,2023-08-07,7,8,2023,3,1
585,2023-08-08,8,8,2023,3,2
586,2023-08-09,9,8,2023,3,3
587,2023-08-10,10,8,2023,3,4
588,2023-08-11,11,8,2023,3,5
589,2023-08-12,12,8,2023,3,6
590,2023-08-13,13,8,2023,3,7
591,2023-08-14,14,8,2023,3,1
592,2023-08-15,15,8,2023,3,2
593,2023-08-16,16,8,2023,3,3
594,2023-08-17,17,8,2023,3,4
595,2023-08-18,18,8,2023,3,5
596,2023-08-19,19,8,2023,3,6
597,2023-08-20,20,8,2023,3,7
598,2023-08-21,21,8,2023,3,1
599,2023-08-22,22,8,2023,3,2
600,2023-08-23,23,8,2023,3,3
601,2023-08-24,24,8,2023,3,4
602,2023-08-25,25,8,2023,3,5
603,2023-08-26,26,8,2023,3,6
604,2023-08-27,27,8,2023,3,7
605,2023-08-28,28,8,2023,3,1
606,2023-08-29,29,8,2023,3,2
607,2023-08-30,30,8,2023,3,3
608,2023-08-31,31,8,2023,3,4
609,2023-09-01,1,9,2023,3,5
610,2023-09-02,2,9,2023,3,6
611,2023-09-03,3,9,2023,3,7
612,2023-09-04,4,9,2023,3,1
613,2023-09-05,5,9,2023,3,2
614,2023-09-06,6,9,2023,3,3
615,2023-09-07,7,9,2023,3,4
616,2023-09-08,8,9,2023,3,5
617,2023-09-09,9,9,2023,3,6
618,2023-09-10,10,9,2023,3,7
619,2023-09-11,11,9,2023,3,1
620,2023-09-12,12,9,2023,3,2
621,2023-09-13,13,9,2023,3,3
622,2023-09-14,14,9,2023,3,4
623,2023-09-15,15,9,2023,3,5
624,2023-09-16,16,9,2023,3,6
625,2023-09-17,17,9,2023,3,7
626,2023-09-18,18,9,2023,3,1
627,2023-09-19,19,9,2023,3,2
628,2023-09-20,20,9,2023,3,3
629,2023-09-21,21,9,2023,3,4
630,2023-09-22,22,9,2023,3,5
631,2023-09-23,23,9,2023,3,6
632,2023-09-24,24,9,2023,3,7
633,2023-09-25,25,9,2023,3,1
634,2023-09-26,26,9,2023,3,2
635,2023-09-27,27,9,2023,3,3
636,2023-09-28,28,9,2023,3,4
637,2023-09-29,29,9,2023,3,5
638,2023-09-30,30,9,2023,3,6
639,2023-10-01,1,10,2023,4,7
640,2023-10-02,2,10,2023,4,1
641,2023-10-03,3,10,2023,4,2
642,2023-10-04,4,10,2023,4,3
643,2023-10-05,5,10,2023,4,4
644,2023-10-06,6,10,2023,4,5
645,2023-10-07,7,10,2023,4,6
646,2023-10-08,8,10,2023,4,7
647,2023-10-09,9,10,2023,4,1
648,2023-10-10,10,10,2023,4,2
649,2023-10-11,11,10,2023,4,3
650,2023-10-12,12,10,2023,4,4
651,2023-10-13,13,10,2023,4,5
652,2023-10-14,14,10,2023,4,6
653,2023-10-15,15,10,2023,4,7
654,2023-10-16,16,10,2023,4,1
655,2023-10-17,17,10,2023,4,2
656,2023-10-18,18,10,2023,4,3
657,2023-10-19,19,10,2023,4,4
658,2023-10-20,20,10,2023,4,5
659,2023-10-21,21,10,2023,4,6
660,2023-10-22,22,10,2023,4,7
661,2023-10-23,23,10,2023,4,1
662,2023-10-24,24,10,2023,4,2
663,2023-10-25,25,10,2023,4,3
664,2023-10-26,26,10,2023,4,4
665,2023-10-27,27,10,2023,4,5
666,2023-10-28,28,10,2023,4,6
667,2023-10-29,29,10,2023,4,7
668,2023-10-30,30,10,2023,4,1
669,2023-10-31,31,10,2023,4,2
670,2023-11-01,1,11,2023,4,3
671,2023-11-02,2,11,2023,4,4
672,2023-11-03,3,11,2023,4,5
673,2023-11-04,4,11,2023,4,6
674,2023-11-05,5,11,2023,4,7
675,2023-11-06,6,11,2023,4,1
676,2023-11-07,7,11,2023,4,2
677,2023-11-08,8,11,2023,4,3
678,2023-11-09,9,11,2023,4,4
679,2023-11-10,10,11,2023,4,5
680,2023-11-11,11,11,2023,4,6
681,2023-11-12,12,11,2023,4,7
682,2023-11-13,13,11,2023,4,1
683,2023-11-14,14,11,2023,4,2
684,2023-11-15,15,11,2023,4,3
685,2023-11-16,16,11,2023,4,4
686,2023-11-17,17,11,2023,4,5
687,2023-11-18,18,11,2023,4,6
688,2023-11-19,19,11,2023,4,7
689,2023-11-20,20,11,2023,4,1
690,2023-11-21,21,11,2023,4,2
691,2023-11-22,22,11,2023,4,3
692,2023-11-23,23,11,2023,4,4
693,2023-11-24,24,11,2023,4,5
694,2023-11-25,25,11,2023,4,6
695,2023-11-26,26,11,2023,4,7
696,2023-11-27,27,11,2023,4,1
697,2023-11-28,28,11,2023,4,2
698,2023-11-29,29,11,2023,4,3
699,2023-11-30,30,11,2023,4,4
700,2023-12-01,1,12,2023,4,5
701,2023-12-02,2,12,2023,4,6
702,2023-12-03,3,12,2023,4,7
703,2023-12-04,4,12,2023,4,1
704,2023-12-05,5,12,2023,4,2
705,2023-12-06,6,12,2023,4,3
706,2023-12-07,7,12,2023,4,4
707,2023-12-08,8,12,2023,4,5
708,2023-12-09,9,12,2023,4,6
709,2023-12-10,10,12,2023,4,7
710,2023-12-11,11,12,2023,4,1
711,2023-12-12,12,12,2023,4,2
712,2023-12-13,13,12,2023,4,3
713,2023-12-14,14,12,2023,4,4
714,2023-12-15,15,12,2023,4,5
715,2023-12-16,16,12,2023,4,6
716,2023-12-17,17,12,2023,4,7
717,2023-12-18,18,12,2023,4,1
718,2023-12-19,19,12,2023,4,2
719,2023-12-20,20,12,2023,4,3
720,2023-12-21,21,12,2023,4,4
721,2023-12-22,22,12,2023,4,5
722,2023-12-23,23,12,2023,4,6
723,2023-12-24,24,12,2023,4,7
724,2023-12-25,25,12,2023,4,1
725,2023-12-26,26,12,2023,4,2
726,2023-12-27,27,12,2023,4,3
727,2023-12-28,28,12,2023,4,4
728,2023-12-29,29,12,2023,4,5
729,2023-12-30,30,12,2023,4,6
730,2023-12-31,31,12,2023,4,7
731,2024-01-01,1,1,2024,1,1
732,2024-01-02,2,1,2024,1,2
733,2024-01-03,3,1,2024,1,3
734,2024-01-04,4,1,2024,1,4
735,2024-01-05,5,1,2024,1,5
736,2024-01-06,6,1,2024,1,6
737,2024-01-07,7,1,2024,1,7
738,2024-01-08,8,1,2024,1,1
739,2024-01-09,9,1,2024,1,2
740,2024-01-10,10,1,2024,1,3
741,2024-01-11,11,1,2024,1,4
742,2024-01-12,12,1,2024,1,5
743,2024-01-13,13,1,2024,1,6
744,2024-01-14,14,1,2024,1,7
745,2024-01-15,15,1,2024,1,1
746,2024-01-16,16,1,2024,1,2
747,2024-01-17,17,1,2024,1,3
748,2024-01-18,18,1,2024,1,4
749,2024-01-19,19,1,2024,1,5
750,2024-01-20,20,1,2024,1,6
751,2024-01-21,21,1,2024,1,7
752,2024-01-22,22,1,2024,1,1
753,2024-01-23,23,1,2024,1,2
754,2024-01-24,24,1,2024,1,3
755,2024-01-25,25,1,2024,1,4
756,2024-01-26,26,1,2024,1,5
757,2024-01-27,27,1,2024,1,6
758,2024-01-28,28,1,2024,1,7
759,2024-01-29,29,1,2024,1,1
760,2024-01-30,30,1,2024,1,2
761,2024-01-31,31,1,2024,1,3
762,2024-02-01,1,2,2024,1,4
763,2024-02-02,2,2,2024,1,5
764,2024-02-03,3,2,2024,1,6
765,2024-02-04,4,2,2024,1,7
766,2024-02-05,5,2,2024,1,1
767,2024-02-06,6,2,2024,1,2
768,2024-02-07,7,2,2024,1,3
769,2024-02-08,8,2,2024,1,4
770,2024-02-09,9,2,2024,1,5
771,2024-02-10,10,2,2024,1,6
772,2024-02-11,11,2,2024,1,7
773,2024-02-12,12,2,2024,1,1
774,2024-02-13,13,2,2024,1,2
775,2024-02-14,14,2,2024,1,3
776,2024-02-15,15,2,2024,1,4
777,2024-02-16,16,2,2024,1,5
778,2024-02-17,17,2,2024,1,6
779,2024-02-18,18,2,2024,1,7
780,2024-02-19,19,2,2024,1,1
781,2024-02-20,20,2,2024,1,2
782,2024-02-21,21,2,2024,1,3
783,2024-02-22,22,2,2024,1,4
784,2024-02-23,23,2,2024,1,5
785,2024-02-24,24,2,2024,1,6
786,2024-02-25,25,2,2024,1,7
787,2024-02-26,26,2,2024,1,1
788,2024-02-27,27,2,2024,1,2
789,2024-02-28,28,2,2024,1,3
790,2024-02-29,29,2,2024,1,4
791,2024-03-01,1,3,2024,1,5
792,2024-03-02,2,3,2024,1,6
793,2024-03-03,3,3,2024,1,7
794,2024-03-04,4,3,2024,1,1
795,2024-03-05,5,3,2024,1,2
796,2024-03-06,6,3,2024,1,3
797,2024-03-07,7,3,2024,1,4
798,2024-03-08,8,3,2024,1,5
799,2024-03-09,9,3,2024,1,6
800,2024-03-10,10,3,2024,1,7
801,2024-03-11,11,3,2024,1,1
802,2024-03-12,12,3,2024,1,2
803,2024-03-13,13,3,2024,1,3
804,2024-03-14,14,3,2024,1,4
805,2024-03-15,15,3,2024,1,5
806,2024-03-16,16,3,2024,1,6
807,2024-03-17,17,3,2024,1,7
808,2024-03-18,18,3,2024,1,1
809,2024-03-19,19,3,2024,1,2
810,2024-03-20,20,3,2024,1,3
811,2024-03-21,21,3,2024,1,4
812,2024-03-22,22,3,2024,1,5
813,2024-03-23,23,3,2024,1,6
814,2024-03-24,24,3,2024,1,7
815,2024-03-25,25,3,2024,1,1
816,2024-03-26,26,3,2024,1,2
817,2024-03-27,27,3,2024,1,3
818,2024-03-28,28,3,2024,1,4
819,2024-03-29,29,3,2024,1,5
820,2024-03-30,30,3,2024,1,6
821,2024-03-31,31,3,2024,1,7
822,2024-04-01,1,4,2024,2,1
823,2024-04-02,2,4,2024,2,2
824,2024-04-03,3,4,2024,2,3
825,2024-04-04,4,4,2024,2,4
826,2024-04-05,5,4,2024,2,5
827,2024-04-06,6,4,2024,2,6
828,2024-04-07,7,4,2024,2,7
829,2024-04-08,8,4,2024,2,1
830,2024-04-09,9,4,2024,2,2
831,2024-04-10,10,4,2024,2,3
832,2024-04-11,11,4,2024,2,4
833,2024-04-12,12,4,2024,2,5
834,2024-04-13,13,4,2024,2,6
835,2024-04-14,14,4,2024,2,7
836,2024-04-15,15,4,2024,2,1
837,2024-04-16,16,4,2024,2,2
838,2024-04-17,17,4,2024,2,3
839,2024-04-18,18,4,2024,2,4
840,2024-04-19,19,4,2024,2,5
841,2024-04-20,20,4,2024,2,6
842,2024-04-21,21,4,2024,2,7
843,2024-04-22,22,4,2024,2,1
844,2024-04-23,23,4,2024,2,2
845,2024-04-24,24,4,2024,2,3
846,2024-04-25,25,4,2024,2,4
847,2024-04-26,26,4,2024,2,5
848,2024-04-27,27,4,2024,2,6
849,2024-04-28,28,4,2024,2,7
850,2024-04-29,29,4,2024,2,1
851,2024-04-30,30,4,2024,2,2
852,2024-05-01,1,5,2024,2,3
853,2024-05-02,2,5,2024,2,4
854,2024-05-03,3,5,2024,2,5
855,2024-05-04,4,5,2024,2,6
856,2024-05-05,5,5,2024,2,7
857,2024-05-06,6,5,2024,2,1
858,2024-05-07,7,5,2024,2,2
859,2024-05-08,8,5,2024,2,3
860,2024-05-09,9,5,2024,2,4
861,2024-05-10,10,5,2024,2,5
862,2024-05-11,11,5,2024,2,6
863,2024-05-12,12,5,2024,2,7
864,2024-05-13,13,5,2024,2,1
865,2024-05-14,14,5,2024,2,2
866,2024-05-15,15,5,2024,2,3
867,2024-05-16,16,5,2024,2,4
868,2024-05-17,17,5,2024,2,5
869,2024-05-18,18,5,2024,2,6
870,2024-05-19,19,5,2024,2,7
871,2024-05-20,20,5,2024,2,1
872,2024-05-21,21,5,2024,2,2
873,2024-05-22,22,5,2024,2,3
874,2024-05-23,23,5,2024,2,4
875,2024-05-24,24,5,2024,2,5
876,2024-05-25,25,5,2024,2,6
877,2024-05-26,26,5,2024,2,7
878,2024-05-27,27,5,2024,2,1
879,2024-05-28,28,5,2024,2,2
880,2024-05-29,29,5,2024,2,3
881,2024-05-30,30,5,2024,2,4
882,2024-05-31,31,5,2024,2,5
883,2024-06-01,1,6,2024,2,6
884,2024-06-02,2,6,2024,2,7
885,2024-06-03,3,6,2024,2,1
886,2024-06-04,4,6,2024,2,2
887,2024-06-05,5,6,2024,2,3
888,2024-06-06,6,6,2024,2,4
889,2024-06-07,7,6,2024,2,5
890,2024-06-08,8,6,2024,2,6
891,2024-06-09,9,6,2024,2,7
892,2024-06-10,10,6,2024,2,1
893,2024-06-11,11,6,2024,2,2
894,2024-06-12,12,6,2024,2,3
895,2024-06-13,13,6,2024,2,4
896,2024-06-14,14,6,2024,2,5
897,2024-06-15,15,6,2024,2,6
898,2024-06-16,16,6,2024,2,7
899,2024-06-17,17,6,2024,2,1
900,2024-06-18,18,6,2024,2,2
901,2024-06-19,19,6,2024,2,3
902,2024-06-20,20,6,2024,2,4
903,2024-06-21,21,6,2024,2,5
904,2024-06-22,22,6,2024,2,6
905,2024-06-23,23,6,2024,2,7
906,2024-06-24,24,6,2024,2,1
907,2024-06-25,25,6,2024,2,2
908,2024-06-26,26,6,2024,2,3
909,2024-06-27,27,6,2024,2,4
910,2024-06-28,28,6,2024,2,5
911,2024-06-29,29,6,2024,2,6
912,2024-06-30,30,6,2024,2,7
913,2024-07-01,1,7,2024,3,1
914,2024-07-02,2,7,2024,3,2
915,2024-07-03,3,7,2024,3,3
916,2024-07-04,4,7,2024,3,4
917,2024-07-05,5,7,2024,3,5
918,2024-07-06,6,7,2024,3,6
919,2024-07-07,7,7,2024,3,7
920,2024-07-08,8,7,2024,3,1
921,2024-07-09,9,7,2024,3,2
922,2024-07-10,10,7,2024,3,3
923,2024-07-11,11,7,2024,3,4
924,2024-07-12,12,7,2024,3,5
925,2024-07-13,13,7,2024,3,6
926,2024-07-14,14,7,2024,3,7
927,2024-07-15,15,7,2024,3,1
928,2024-07-16,16,7,2024,3,2
929,2024-07-17,17,7,2024,3,3
930,2024-07-18,18,7,2024,3,4
931,2024-07-19,19,7,2024,3,5
932,2024-07-20,20,7,2024,3,6
933,2024-07-21,21,7,2024,3,7
934,2024-07-22,22,7,2024,3,1
935,2024-07-23,23,7,2024,3,2
936,2024-07-24,24,7,2024,3,3
937,2024-07-25,25,7,2024,3,4
938,2024-07-26,26,7,2024,3,5
939,2024-07-27,27,7,2024,3,6
940,2024-07-28,28,7,2024,3,7
941,2024-07-29,29,7,2024,3,1
942,2024-07-30,30,7,2024,3,2
943,2024-07-31,31,7,2024,3,3
944,2024-08-01,1,8,2024,3,4
945,2024-08-02,2,8,2024,3,5
946,2024-08-03,3,8,2024,3,6
947,2024-08-04,4,8,2024,3,7
948,2024-08-05,5,8,2024,3,1
949,2024-08-06,6,8,2024,3,2
950,2024-08-07,7,8,2024,3,3
951,2024-08-08,8,8,2024,3,4
952,2024-08-09,9,8,2024,3,5
953,2024-08-10,10,8,2024,3,6
954,2024-08-11,11,8,2024,3,7
955,2024-08-12,12,8,2024,3,1
956,2024-08-13,13,8,2024,3,2
957,2024-08-14,14,8,2024,3,3
958,2024-08-15,15,8,2024,3,4
959,2024-08-16,16,8,2024,3,5
960,2024-08-17,17,8,2024,3,6
961,2024-08-18,18,8,2024,3,7
962,2024-08-19,19,8,2024,3,1
963,2024-08-20,20,8,2024,3,2
964,2024-08-21,21,8,2024,3,3
965,2024-08-22,22,8,2024,3,4
966,2024-08-23,23,8,2024,3,5
967,2024-08-24,24,8,2024,3,6
968,2024-08-25,25,8,2024,3,7
969,2024-08-26,26,8,2024,3,1
970,2024-08-27,27,8,2024,3,2
971,2024-08-28,28,8,2024,3,3
972,2024-08-29,29,8,2024,3,4
973,2024-08-30,30,8,2024,3,5
974,2024-08-31,31,8,2024,3,6
975,2024-09-01,1,9,2024,3,7
976,2024-09-02,2,9,2024,3,1
977,2024-09-03,3,9,2024,3,2
978,2024-09-04,4,9,2024,3,3
979,2024-09-05,5,9,2024,3,4
980,2024-09-06,6,9,2024,3,5
981,2024-09-07,7,9,2024,3,6
982,2024-09-08,8,9,2024,3,7
983,2024-09-09,9,9,2024,3,1
984,2024-09-10,10,9,2024,3,2
985,2024-09-11,11,9,2024,3,3
986,2024-09-12,12,9,2024,3,4
987,2024-09-13,13,9,2024,3,5
988,2024-09-14,14,9,2024,3,6
989,2024-09-15,15,9,2024,3,7
990,2024-09-16,16,9,2024,3,1
991,2024-09-17,17,9,2024,3,2
992,2024-09-18,18,9,2024,3,3
993,2024-09-19,19,9,2024,3,4
994,2024-09-20,20,9,2024,3,5
995,2024-09-21,21,9,2024,3,6
996,2024-09-22,22,9,2024,3,7
997,2024-09-23,23,9,2024,3,1
998,2024-09-24,24,9,2024,3,2
999,2024-09-25,25,9,2024,3,3
1000,2024-09-26,26,9,2024,3,4
1001,2024-09-27,27,9,2024,3,5
1002,2024-09-28,28,9,2024,3,6
1003,2024-09-29,29,9,2024,3,7
1004,2024-09-30,30,9,2024,3,1
1005,2024-10-01,1,10,2024,4,2
1006,2024-10-02,2,10,2024,4,3
1007,2024-10-03,3,10,2024,4,4
1008,2024-10-04,4,10,2024,4,5
1009,2024-10-05,5,10,2024,4,6
1010,2024-10-06,6,10,2024,4,7
1011,2024-10-07,7,10,2024,4,1
1012,2024-10-08,8,10,2024,4,2
1013,2024-10-09,9,10,2024,4,3
1014,2024-10-10,10,10,2024,4,4
1015,2024-10-11,11,10,2024,4,5
1016,2024-10-12,12,10,2024,4,6
1017,2024-10-13,13,10,2024,4,7
1018,2024-10-14,14,10,2024,4,1
1019,2024-10-15,15,10,2024,4,2
1020,2024-10-16,16,10,2024,4,3
1021,2024-10-17,17,10,2024,4,4
1022,2024-10-18,18,10,2024,4,5
1023,2024-10-19,19,10,2024,4,6
1024,2024-10-20,20,10,2024,4,7
1025,2024-10-21,21,10,2024,4,1
1026,2024-10-22,22,10,2024,4,2
1027,2024-10-23,23,10,2024,4,3
1028,2024-10-24,24,10,2024,4,4
1029,2024-10-25,25,10,2024,4,5
1030,2024-10-26,26,10,2024,4,6
1031,2024-10-27,27,10,2024,4,7
1032,2024-10-28,28,10,2024,4,1
1033,2024-10-29,29,10,2024,4,2
1034,2024-10-30,30,10,2024,4,3
1035,2024-10-31,31,10,2024,4,4
1036,2024-11-01,1,11,2024,4,5
1037,2024-11-02,2,11,2024,4,6
1038,2024-11-03,3,11,2024,4,7
1039,2024-11-04,4,11,2024,4,1
1040,2024-11-05,5,11,2024,4,2
1041,2024-11-06,6,11,2024,4,3
1042,2024-11-07,7,11,2024,4,4
1043,2024-11-08,8,11,2024,4,5
1044,2024-11-09,9,11,2024,4,6
1045,2024-11-10,10,11,2024,4,7
1046,2024-11-11,11,11,2024,4,1
1047,2024-11-12,12,11,2024,4,2
1048,2024-11-13,13,11,2024,4,3
1049,2024-11-14,14,11,2024,4,4
1050,2024-11-15,15,11,2024,4,5
1051,2024-11-16,16,11,2024,4,6
1052,2024-11-17,17,11,2024,4,7
1053,2024-11-18,18,11,2024,4,1
1054,2024-11-19,19,11,2024,4,2
1055,2024-11-20,20,11,2024,4,3
1056,2024-11-21,21,11,2024,4,4
1057,2024-11-22,22,11,2024,4,5
1058,2024-11-23,23,11,2024,4,6
1059,2024-11-24,24,11,2024,4,7
1060,2024-11-25,25,11,2024,4,1
1061,2024-11-26,26,11,2024,4,2
1062,2024-11-27,27,11,2024,4,3
1063,2024-11-28,28,11,2024,4,4
1064,2024-11-29,29,11,2024,4,5
1065,2024-11-30,30,11,2024,4,6
1066,2024-12-01,1,12,2024,4,7
1067,2024-12-02,2,12,2024,4,1
1068,2024-12-03,3,12,2024,4,2
1069,2024-12-04,4,12,2024,4,3
1070,2024-12-05,5,12,2024,4,4
1071,2024-12-06,6,12,2024,4,5
1072,2024-12-07,7,12,2024,4,6
1073,2024-12-08,8,12,2024,4,7
1074,2024-12-09,9,12,2024,4,1
1075,2024-12-10,10,12,2024,4,2
1076,2024-12-11,11,12,2024,4,3
1077,2024-12-12,12,12,2024,4,4
1078,2024-12-13,13,12,2024,4,5
1079,2024-12-14,14,12,2024,4,6
1080,2024-12-15,15,12,2024,4,7
1081,2024-12-16,16,12,2024,4,1
1082,2024-12-17,17,12,2024,4,2
1083,2024-12-18,18,12,2024,4,3
1084,2024-12-19,19,12,2024,4,4
1085,2024-12-20,20,12,2024,4,5
1086,2024-12-21,21,12,2024,4,6
1087,2024-12-22,22,12,2024,4,7
1088,2024-12-23,23,12,2024,4,1
1089,2024-12-24,24,12,2024,4,2
1090,2024-12-25,25,12,2024,4,3
1091,2024-12-26,26,12,2024,4,4
1092,2024-12-27,27,12,2024,4,5
1093,2024-12-28,28,12,2024,4,6
1094,2024-12-29,29,12,2024,4,7
1095,2024-12-30,30,12,2024,4,1
1096,2024-12-31,31,12,2024,4,2
